comp__id,comp,circle_id,circle,div_id,division,subdiv_id,subdivision,pss_id,pss
N,NBPDCL,NC06,MUZAFFARPUR,ND030,PUPRI,NSD0074,SITAMARHI RURAL,NP00390,RADHOUR
N,NBPDCL,NC06,MUZAFFARPUR,ND030,PUPRI,NSD0074,SITAMARHI RURAL,NP00391,SURSAND
N,NBPDCL,NC06,MUZAFFARPUR,ND031,SHEOHAR,NSD0075,SHEOHAR,NP00392,DUMRI(NAYAGAON)
N,NBPDCL,NC06,MUZAFFARPUR,ND031,SHEOHAR,NSD0075,SHEOHAR,NP00393,NAYAGOAN
N,NBPDCL,NC06,MUZAFFARPUR,ND031,SHEOHAR,NSD0075,SHEOHAR,NP00394,PIPRAHI
N,NBPDCL,NC06,MUZAFFARPUR,ND031,SHEOHAR,NSD0075,SHEOHAR,NP00395,SHEOHAR
N,NBPDCL,NC06,MUZAFFARPUR,ND031,SHEOHAR,NSD0075,SHEOHAR,NP00396,TARYANI
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0076,BAIRGANIA,NP00397,SUNDARGAMA (PARSAUNI)
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0076,BAIRGANIA,NP00398,BAIRGANIA
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0077,RIGA,NP00399,MEJORGANJ
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0077,RIGA,NP00400,RIGA
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0077,RIGA,NP00401,SUPPI
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0078,RUNISAIDPUR,NP00402,BELSAND
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0078,RUNISAIDPUR,NP00403,PARSAUNI
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0078,RUNISAIDPUR,NP00404,RUNISAIDPUR
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0079,SITAMARHI URBAN,NP00405,NEW DUMRA
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0079,SITAMARHI URBAN,NP00406,PUNAURA
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0079,SITAMARHI URBAN,NP00407,DUMRA
N,NBPDCL,NC06,MUZAFFARPUR,ND032,SITAMARHI,NSD0079,SITAMARHI URBAN,NP00408,MEHSAUL
N,NBPDCL,NC07,PURNEA,ND033,BARSOI,NSD0080,BARSOI,NP00409,AJAMNAGAR
N,NBPDCL,NC07,PURNEA,ND033,BARSOI,NSD0080,BARSOI,NP00410,BALRAMPUR
N,NBPDCL,NC07,PURNEA,ND033,BARSOI,NSD0080,BARSOI,NP00411,KORIYA
N,NBPDCL,NC07,PURNEA,ND033,BARSOI,NSD0080,BARSOI,NP00412,SANAULI
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00413,BARSOI
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00414,HASANGANJ
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00415,LAXMIPUR
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00416,FALKA
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00417,KURSELA
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00418,MANIHARI (NAWABABGANJ)
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0081,KATIHAR RURAL,NP00419,PRANPUR
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0082,KATIHAR URBAN,NP00420,INDUSTRIAL
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0082,KATIHAR URBAN,NP00421,BINODPUR
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0082,KATIHAR URBAN,NP00422,MIRCHAIBARI
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0082,KATIHAR URBAN,NP00423,DCR
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0083,KORHA,NP00424,SAMAILI
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0084,MANIHARI,NP00425,AMDABAD
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0084,MANIHARI,NP00426,MANSAHI
N,NBPDCL,NC07,PURNEA,ND034,KATIHAR,NSD0084,MANIHARI,NP00427,SEMAPUR
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0085,AMOUR,NP00428,AMOUR
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0085,AMOUR,NP00429,RAMNIKALA
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0085,AMOUR,NP00430,BAISA (BOLAN)
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0085,AMOUR,NP00431,ROUTA
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0085,AMOUR,NP00432,BAISI
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0085,AMOUR,NP00433,BELGACHHI
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0086,GULABBAGH,NP00434,JALALGARH
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0086,GULABBAGH,NP00435,KASBA
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0086,GULABBAGH,NP00436,BELORI
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0086,GULABBAGH,NP00437,PURNEA CITY
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0087,PURNEA RURAL,NP00438,MAHENDRAPUR
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0087,PURNEA RURAL,NP00439,MAHMADIYA
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0087,PURNEA RURAL,NP00440,PURNEA BIADA
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0087,PURNEA RURAL,NP00441,MARANGA
N,NBPDCL,NC07,PURNEA,ND035,PURNEA EAST,NSD0087,PURNEA RURAL,NP00442,BIADA
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0088,PURNEA WEST,NP00443,GIS CIRCUIT HOUSE
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0089,BANMANKHI,NP00444,HARRAHI
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0089,BANMANKHI,NP00445,BANMANKHI IPDS
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0089,BANMANKHI,NP00446,SARSI
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0089,BANMANKHI,NP00447,JANKINAGAR
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0089,BANMANKHI,NP00448,BANMANKHI
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0090,DHAMDAHA,NP00449,BHITTA
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0090,DHAMDAHA,NP00450,SONDIP
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0090,DHAMDAHA,NP00451,MUGALIA PURANDAHA
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0090,DHAMDAHA,NP00452,NIRPUR
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0090,DHAMDAHA,NP00453,DARGAHA
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0090,DHAMDAHA,NP00454,SRIMATTA
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0091,K. NAGAR,NP00455,CHAMPANAGAR
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0091,K. NAGAR,NP00456,GOWASI (CHUNAPUR)
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0091,K. NAGAR,NP00457,JAGELI
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0092,PURNEA URBAN,NP00458,GRID PSS
N,NBPDCL,NC07,PURNEA,ND036,PURNEA WEST,NSD0092,PURNEA URBAN,NP00459,LINE BAZAR
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00460,GAMHARIA
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00461,GHAILAD
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00462,KUMARKHAND
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00463,MADHEPURA
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00464,DHURGAON
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00465,MANIKPUR
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00466,MURLIGANJ
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00467,SHANKARPUR
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00468,SINGGESWERSTAN
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0093,MADHEPURA,NP00469,MEDICAL COLLEGE
N,NBPDCL,NC08,SAHARSA,ND037,MADHEPURA,NSD0094,MURLIGANJ,NP00470,POKHRAM PARMANANDPUR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0095,BIRPUR,NP00471,BALUA BAZAR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0095,BIRPUR,NP00472,CHATTAPUR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0096,NIRMALI,NP00473,MAJHARI
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0096,NIRMALI,NP00474,MARUNA
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0096,NIRMALI,NP00475,NIRMALI
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0096,NIRMALI,NP00476,LOKHI DAGMARA
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00477,JAGDISHPUR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00478,PRATAPGANJ
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00479,SUKHNAGAR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00480,RAGHOPUR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00481,BHAPTIYAHI
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00482,LALGANJ PSS
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00483,SADANANDPUR
N,NBPDCL,NC08,SAHARSA,ND038,RAGHOPUR,NSD0097,RAGHOPUR,NP00484,CHANDIPIPAR
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0098,SAHARSA RURAL,NP00485,BALHA GADHIYA
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0098,SAHARSA RURAL,NP00486,DUDHELA
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0098,SAHARSA RURAL,NP00487,PATUAHA
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0098,SAHARSA RURAL,NP00488,BELAHI
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0098,SAHARSA RURAL,NP00489,MAHISI
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0098,SAHARSA RURAL,NP00490,NAWHATTA
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0099,SAHARSA URBAN,NP00491,NAYABAZAR
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0099,SAHARSA URBAN,NP00492,SAHARSA OLD
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0100,SAUR BAZAR,NP00493,RAUTA
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0100,SAUR BAZAR,NP00494,SATARKATIYA
N,NBPDCL,NC08,SAHARSA,ND039,SAHARSA,NSD0100,SAUR BAZAR,NP00495,SAUR BAZAR
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0101,SIMRI BHAKHIYARPUR,NP00496,SALKHUA
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0101,SIMRI BHAKHIYARPUR,NP00497,GANGA PRASAD SITANABAD
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0101,SIMRI BHAKHIYARPUR,NP00498,BALUAHAT
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0101,SIMRI BHAKHIYARPUR,NP00499,SIMRI BAKHTIYARPUR
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0102,SONBARSA,NP00500,BANMA
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0102,SONBARSA,NP00501,PATHARGHAT
N,NBPDCL,NC08,SAHARSA,ND040,SIMRI BHAKHIYARPUR,NSD0102,SONBARSA,NP00502,SON BARSA
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00503,PARSHARMA
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00504,PIPRA
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00505,KISANPUR
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00506,HARDI
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00507,SUPAUL
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00508,VINA ROAD
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0103,SUPAUL,NP00509,TRIVENIGANJ
N,NBPDCL,NC08,SAHARSA,ND041,SUPAUL,NSD0104,TRIVENIGANJ,NP00510,JADIYA
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0105,ALAMNAGAR,NP00511,DABRU TOLA ( CHAUSA)
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00512,ALAM NAGER
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00513,PURAINI
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00514,BIHARIGANJ
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00515,NEW BIHARIGANJ
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00516,CHOUSA
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00517,GWALPARA
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00518,UDA KISANGANJ
N,NBPDCL,NC08,SAHARSA,ND042,UDAKISHUNGANJ,NSD0106,UDAKISHUNGANJ,NP00519,SAHJADPUR
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0107,DALSINGSARAI,NP00520,DALSINGH SARAI
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0107,DALSINGSARAI,NP00521,VIDYAPATI NAGAR
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0107,DALSINGSARAI,NP00522,KANCHA
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0108,MOHIUDDIN NAGAR,NP00523,MOHIUDDIN NAGAR
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0108,MOHIUDDIN NAGAR,NP00524,BISHANPUR BERI
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0108,MOHIUDDIN NAGAR,NP00525,DHAMON
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0108,MOHIUDDIN NAGAR,NP00526,PATORI
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0109,SARAIRANJAN,NP00527,GANGAPUR HAT
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0109,SARAIRANJAN,NP00528,MANIKPUR KHAJURI
N,NBPDCL,NC09,SAMASTIPUR,ND043,DALSINGHSARAI,NSD0109,SARAIRANJAN,NP00529,SARAIRANJAN
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0110,BIDDUPUR,NP00530,BIDDUPUR
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0110,BIDDUPUR,NP00531,PAKAULI
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0110,BIDDUPUR,NP00532,RAGHOPUR (MALIKPUR)
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0111,HAJIPUR,NP00533,DIGHI
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0111,HAJIPUR,NP00534,HARIVANSHPUR
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0111,HAJIPUR,NP00535,KONHARAGHAT
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0112,INDUSTRIAL AREA,NP00536,EPIP
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0112,INDUSTRIAL AREA,NP00537,PASWAN CHOWK
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0113,MAHNAR,NP00538,DESARI
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0113,MAHNAR,NP00539,BHATAHI
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0113,MAHNAR,NP00540,JANDAHA
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0113,MAHNAR,NP00541,MAHNAR
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0113,MAHNAR,NP00542,MAHNAR BLOCK
N,NBPDCL,NC09,SAMASTIPUR,ND044,HAJIPUR,NSD0113,MAHNAR,NP00543,SAHADEI
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00544,PRATAPTARH
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00545,RATANPURA ( NEW )
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00546,SARAI
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00547,JARANG RAMPUR
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00548,PATEDHI BELSAR
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00549,LALGANJ
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0114,LALGANJ,NP00550,VAISHALI
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00551,GORAUL
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00552,PIROI
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00553,CHEHRAKALA
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00554,MAHUA
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00555,MAUDHA CHATUR
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00556,PATEPUR
N,NBPDCL,NC09,SAMASTIPUR,ND045,MAHUA,NSD0115,MAHUA,NP00557,RAJAPAKAR
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00558,BIBHUTIPUR
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00559,BITHAN
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00560,FULHARA
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00561,HASANPUR
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00562,SAMARTHA
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00563,ROSERA
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00564,JAKAR DHARAMPUR
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00565,MAHESINGHIA
N,NBPDCL,NC09,SAMASTIPUR,ND046,ROSERA,NSD0116,ROSERA,NP00566,SHIVAJI NAGAR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0117,KALYANPUR,NP00567,KALYANPUR (SMSTR)
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0117,KALYANPUR,NP00568,KHANPUR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0117,KALYANPUR,NP00569,EKDWARI (MATHURAPUR)
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0117,KALYANPUR,NP00570,WARISNAGAR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0118,PUSA,NP00571,MORWA
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0118,PUSA,NP00572,PUSA FARM
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0118,PUSA,NP00573,KABAULIRAM
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0118,PUSA,NP00574,SIRSIYA TAJPUR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0119,SAMASTIPUR RURAL,NP00575,CHAITA
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0119,SAMASTIPUR RURAL,NP00576,KARPURIGRAM
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0119,SAMASTIPUR RURAL,NP00577,SINGHIA KHURD
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0119,SAMASTIPUR RURAL,NP00578,NAZIRPUR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0119,SAMASTIPUR RURAL,NP00579,UJIARPUR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0120,SAMASTIPUR (U),NP00580,JITWARPUR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0120,SAMASTIPUR (U),NP00581,MOHANPUR
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0120,SAMASTIPUR (U),NP00582,LAGUNIA
N,NBPDCL,NC09,SAMASTIPUR,ND047,SAMASTIPUR,NSD0120,SAMASTIPUR (U),NP00583,LAGUNIA (E HOUSE)
S,SBPDCL,SC01,PESU(W),SD001,DANAPUR,SSD0001,KHAGAUL,SP00001,KHAGAUL
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0002,BIHTA,SP00002,BIHTA OLD
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0002,BIHTA,SP00003,PAREO 
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0002,BIHTA,SP00004, AIRFORCE
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0002,BIHTA,SP00005,MAHUAAR
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0003,MANER,SP00006,SHERPUR 
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0003,MANER,SP00007,MANER
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0004,BIKRAM,SP00008,BIKRAM
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0004,BIKRAM,SP00009,KANPA
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0004,BIKRAM,SP00010,LALA BHADSARA
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0005,PALIGANJ,SP00011,KHANPURA  
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0005,PALIGANJ,SP00012,PALIGANJ
S,SBPDCL,SC02,PATNA,SD002,BIHTA,SSD0005,PALIGANJ,SP00013,CHANDOS
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0006,BARH,SP00014,BIHARIBIGHA
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0006,BARH,SP00015,BARH
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0006,BARH,SP00016,BELCHHI
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0006,BARH,SP00017,PANDARAK
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0007,BAKHTIYARPUR,SP00018,CHAK SARWAR
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0007,BAKHTIYARPUR,SP00019,KHUSHRUPUR
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0007,BAKHTIYARPUR,SP00020,BKP
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0008,MOKAMA,SP00021,SAMIYAGARH 
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0008,MOKAMA,SP00022,MOKAMA
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0009,HATHIDAH,SP00023,HATHIDAH
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0010,FATUHA,SP00024, FATUHA 
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0010,FATUHA,SP00025, DANIYAMA
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0010,FATUHA,SP00026,FATUHA_NEW
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00027,BELDARICHAK PSS
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00028,PABHERI
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00029,SABALPUR
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00030,PAHARI PSS
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00031,KATRA
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00032,USFA PSS
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00033,SAMPATCHAK PSS
